Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"57537","CVE-2011-4566","7.5","High","192.168.0.105","tcp","80","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2011-4885","7.5","High","192.168.0.105","tcp","80","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2012-0057","7.5","High","192.168.0.105","tcp","80","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2012-0781","7.5","High","192.168.0.105","tcp","80","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2012-0788","7.5","High","192.168.0.105","tcp","80","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2012-0789","7.5","High","192.168.0.105","tcp","80","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2011-3379","7.5","High","192.168.0.105","tcp","443","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2011-4566","7.5","High","192.168.0.105","tcp","443","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2011-4885","7.5","High","192.168.0.105","tcp","443","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2012-0057","7.5","High","192.168.0.105","tcp","443","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2012-0781","7.5","High","192.168.0.105","tcp","443","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2012-0788","7.5","High","192.168.0.105","tcp","443","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57537","CVE-2012-0789","7.5","High","192.168.0.105","tcp","443","PHP < 5.3.9 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.9.  As such, it may be affected by the following
security issues :

  - The 'is_a()' function in PHP 5.3.7 and 5.3.8 triggers a 
    call to '__autoload()'. (CVE-2011-3379)

  - It is possible to create a denial of service condition 
    by sending multiple, specially crafted requests 
    containing parameter values that cause hash collisions 
    when computing the hash values for storage in a hash 
    table.  (CVE-2011-4885)
   
  - An integer overflow exists in the exif_process_IFD_TAG 
    function in exif.c that can allow a remote attacker to 
    read arbitrary memory locations or cause a denial of 
    service condition.  This vulnerability only affects PHP 
    5.4.0beta2 on 32-bit platforms. (CVE-2011-4566)

  - Calls to libxslt are not restricted via
    xsltSetSecurityPrefs(), which could allow an attacker
    to create or overwrite files, resulting in arbitrary
    code execution. (CVE-2012-0057)

  - An error exists in the function 'tidy_diagnose' that
    can allow an attacker to cause the application to 
    dereference a NULL pointer. This causes the application
    to crash. (CVE-2012-0781)

  - The 'PDORow' implementation contains an error that can
    cause application crashes when interacting with the 
    session feature. (CVE-2012-0788)

  - An error exists in the timezone handling such that
    repeated calls to the function 'strtotime' can allow
    a denial of service attack via memory consumption.
    (CVE-2012-0789)","Upgrade to PHP version 5.3.9 or later.","https://www.tenable.com/security/research/tra-2012-01
http://xhe.myxwiki.org/xwiki/bin/view/XSLT/Application_PHP5
http://www.php.net/archive/2012.php#id2012-01-11-1
https://seclists.org/bugtraq/2012/Jan/91
https://bugs.php.net/bug.php?id=55475
https://bugs.php.net/bug.php?id=55776
https://bugs.php.net/bug.php?id=53502
http://www.php.net/ChangeLog-5.php#5.3.9","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 5.3.9
","","","6.5","","6.3","High","49754;50907;51193;51806;51952;51992;52043","TRA:TRA-2012-01","","2012/01/13","2022/04/11","","true",""
"57582","","6.4","Medium","192.168.0.105","tcp","443","SSL Self-Signed Certificate","The SSL certificate chain for this service ends in an unrecognized
self-signed certificate.","The X.509 certificate chain for this service is not signed by a
recognized certificate authority.  If the remote host is a public host
in production, this nullifies the use of SSL as anyone could establish
a man-in-the-middle attack against the remote host. 

Note that this plugin does not check for certificate chains that end
in a certificate that is not self-signed, but is signed by an
unrecognized certificate authority.","Purchase or generate a proper SSL certificate for this service.","","
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : C=--/ST=SomeState/L=SomeCity/O=SomeOrganization/OU=SomeOrganizationalUnit/CN=localhost.localdomain/E=root@localhost.localdomain
","","6.5","","","","Medium","","","","2012/01/17","2022/06/14","","",""
"58768","","","None","192.168.0.105","tcp","443","SSL Resume With Different Cipher Issue","The remote host allows resuming SSL sessions with a different cipher
than the one originally negotiated.","The SSL implementation on the remote host has been shown to allow a
cipher other than the one originally negotiated when resuming a
session. An attacker that sees (e.g. by sniffing) the start of an SSL
connection may be able to manipulate session cache to cause subsequent
resumptions of that session to use a cipher chosen by the attacker.","n/a","","
The server allowed the following session over TLSv1 to be resumed as follows :

  Session ID     : 2384db722abb5dba04956a9de4c4354d55a86ca46ae1739063ec796a1fd08d04
  Initial Cipher : TLS1_CK_DHE_RSA_WITH_AES_256_CBC_SHA (0x0039)
  Resumed Cipher : TLS1_CK_DHE_RSA_WITH_DES_CBC_SHA (0x0015)
","","","","","","None","","","","2012/04/17","2012/04/17","","",""
